FSA,CUSTOMER_TYPE,HOUR,DATE,TOTAL_CONSUMPTION
L9G,Residential,7,2018-10-12,7043.2
L9G,Residential,7,2018-10-13,6461.6
L9G,Residential,7,2018-10-14,6431.0
L9G,Residential,7,2018-10-15,7255.5
L9G,Residential,7,2018-10-16,7862.7
L9G,Residential,7,2018-10-17,7316.3
L9G,Residential,7,2018-10-18,7790.7
L9G,Residential,7,2018-10-19,7482.0
L9G,Residential,7,2018-10-20,6931.8
L9G,Residential,7,2018-10-21,6565.3
L9G,Residential,7,2018-10-22,7519.8
L9G,Residential,7,2018-10-23,7485.1
L9G,Residential,7,2018-10-24,7668.3
L9G,Residential,7,2018-10-25,7619.5
L9G,Residential,7,2018-10-26,7523.3
L9G,Residential,7,2018-10-27,6857.5
L9G,Residential,7,2018-10-28,6640.5
L9G,Residential,7,2018-10-29,7623.9
L9G,Residential,7,2018-10-30,7780.8
L9G,Residential,7,2018-10-31,7276.2
L9G,Residential,7,2018-11-01,7307.5
L9G,Residential,7,2018-11-02,7482.0
L9G,Residential,7,2018-11-03,6713.0
L9G,Residential,7,2018-11-04,6432.5
L9G,Residential,7,2018-11-05,6635.7
L9G,Residential,7,2018-11-06,6404.3
L9G,Residential,7,2018-11-07,6474.9
L9G,Residential,7,2018-11-08,6697.8
L9G,Residential,7,2018-11-09,6672.1
L9G,Residential,7,2018-11-10,6597.7
L9G,Residential,7,2018-11-11,6243.4
L9G,Residential,7,2018-11-12,6817.7
L9G,Residential,7,2018-11-13,6806.9
L9G,Residential,7,2018-11-14,7383.2
L9G,Residential,7,2018-11-15,7450.8
L9G,Residential,7,2018-11-16,7038.1
L9G,Residential,7,2018-11-17,6433.5
L9G,Residential,7,2018-11-18,6380.1
L9G,Residential,7,2018-11-19,7346.7
L9G,Residential,7,2018-11-20,7115.0
L9G,Residential,7,2018-11-21,7357.7
L9G,Residential,7,2018-11-22,8177.0
L9G,Residential,7,2018-11-23,7661.3
L9G,Residential,7,2018-11-24,6524.3
L9G,Residential,7,2018-11-25,5824.0
L9G,Residential,7,2018-11-26,7033.7
L9G,Residential,7,2018-11-27,7127.5
L9G,Residential,7,2018-11-28,7343.7
L9G,Residential,7,2018-11-29,7280.9
L9G,Residential,7,2018-11-30,7134.3
L9G,Residential,7,2018-12-01,6434.5
L9G,Residential,7,2018-12-02,6223.8
L9G,Residential,7,2018-12-03,7440.1
L9G,Residential,7,2018-12-04,7499.7
L9G,Residential,7,2018-12-05,7869.0
L9G,Residential,7,2018-12-06,7711.2
L9G,Residential,7,2018-12-07,7652.8
L9G,Residential,7,2018-12-08,7185.5
L9G,Residential,7,2018-12-09,7034.7
L9G,Residential,7,2018-12-10,7711.4
L9G,Residential,7,2018-12-11,7638.0
L9G,Residential,7,2018-12-12,7740.6
L9G,Residential,7,2018-12-13,7484.1
L9G,Residential,7,2018-12-14,7336.2
L9G,Residential,7,2018-12-15,6582.5
L9G,Residential,7,2018-12-16,6381.5
L9G,Residential,7,2018-12-17,7285.8
L9G,Residential,7,2018-12-18,7780.3
L9G,Residential,7,2018-12-19,7795.8
L9G,Residential,7,2018-12-20,7498.2
L9G,Residential,7,2018-12-21,7135.9
L9G,Residential,7,2018-12-22,7231.3
L9G,Residential,7,2018-12-23,7107.5
L9G,Residential,7,2018-12-24,7116.2
L9G,Residential,7,2018-12-25,7052.1
L9G,Residential,7,2018-12-26,6892.9
L9G,Residential,7,2018-12-27,7086.9
L9G,Residential,7,2018-12-28,6433.5
L9G,Residential,7,2018-12-29,6359.8
L9G,Residential,7,2018-12-30,6793.0
L9G,Residential,7,2018-12-31,6836.5
L9G,Residential,8,2018-10-01,7436.1
L9G,Residential,8,2018-10-02,7304.5
L9G,Residential,8,2018-10-03,7011.9
L9G,Residential,8,2018-10-04,7116.2
L9G,Residential,8,2018-10-05,7067.8
L9G,Residential,8,2018-10-06,7500.4
L9G,Residential,8,2018-10-07,7143.9
L9G,Residential,8,2018-10-08,6891.2
L9G,Residential,8,2018-10-09,6780.8
L9G,Residential,8,2018-10-10,7456.6
L9G,Residential,8,2018-10-11,7726.6
L9G,Residential,8,2018-10-12,7012.0
L9G,Residential,8,2018-10-13,7396.3
L9G,Residential,8,2018-10-14,7599.8
L9G,Residential,8,2018-10-15,7209.7
L9G,Residential,8,2018-10-16,7411.2
L9G,Residential,8,2018-10-17,7035.8
L9G,Residential,8,2018-10-18,7588.8
L9G,Residential,8,2018-10-19,7235.1
L9G,Residential,8,2018-10-20,7912.8
L9G,Residential,8,2018-10-21,7671.5
L9G,Residential,8,2018-10-22,7316.4
L9G,Residential,8,2018-10-23,7374.5
L9G,Residential,8,2018-10-24,7368.2
L9G,Residential,8,2018-10-25,7482.4
L9G,Residential,8,2018-10-26,7416.8
L9G,Residential,8,2018-10-27,7937.6
L9G,Residential,8,2018-10-28,7753.8
L9G,Residential,8,2018-10-29,7492.9
L9G,Residential,8,2018-10-30,7458.5
L9G,Residential,8,2018-10-31,7193.7
L9G,Residential,8,2018-11-01,7237.6
L9G,Residential,8,2018-11-02,7622.6
L9G,Residential,8,2018-11-03,7676.4
L9G,Residential,8,2018-11-04,7492.8
L9G,Residential,8,2018-11-05,7772.5
L9G,Residential,8,2018-11-06,7399.6
L9G,Residential,8,2018-11-07,7329.9
L9G,Residential,8,2018-11-08,7717.2
L9G,Residential,8,2018-11-09,7747.8
L9G,Residential,8,2018-11-10,7580.9
L9G,Residential,8,2018-11-11,7179.6
L9G,Residential,8,2018-11-12,7752.2
L9G,Residential,8,2018-11-13,7750.2
L9G,Residential,8,2018-11-14,8272.9
L9G,Residential,8,2018-11-15,8372.1
L9G,Residential,8,2018-11-16,7990.3
L9G,Residential,8,2018-11-17,7326.5
L9G,Residential,8,2018-11-18,7226.8
L9G,Residential,8,2018-11-19,8231.8
L9G,Residential,8,2018-11-20,8164.4
L9G,Residential,8,2018-11-21,8226.7
L9G,Residential,8,2018-11-22,9163.7
L9G,Residential,8,2018-11-23,8684.0
L9G,Residential,8,2018-11-24,7465.5
L9G,Residential,8,2018-11-25,6667.9
L9G,Residential,8,2018-11-26,8079.3
L9G,Residential,8,2018-11-27,8170.8
L9G,Residential,8,2018-11-28,8364.9
L9G,Residential,8,2018-11-29,8254.1
L9G,Residential,8,2018-11-30,8142.6
L9G,Residential,8,2018-12-01,7279.7
L9G,Residential,8,2018-12-02,7000.4
L9G,Residential,8,2018-12-03,8535.6
L9G,Residential,8,2018-12-04,8525.5
L9G,Residential,8,2018-12-05,8876.5
L9G,Residential,8,2018-12-06,8691.0
L9G,Residential,8,2018-12-07,8532.3
L9G,Residential,8,2018-12-08,8128.3
L9G,Residential,8,2018-12-09,8012.0
L9G,Residential,8,2018-12-10,8806.6
L9G,Residential,8,2018-12-11,8732.5
L9G,Residential,8,2018-12-12,8747.6
L9G,Residential,8,2018-12-13,8559.8
L9G,Residential,8,2018-12-14,8371.7
L9G,Residential,8,2018-12-15,7426.9
L9G,Residential,8,2018-12-16,7108.2
L9G,Residential,8,2018-12-17,8489.7
L9G,Residential,8,2018-12-18,8721.2
L9G,Residential,8,2018-12-19,8801.5
L9G,Residential,8,2018-12-20,8562.1
L9G,Residential,8,2018-12-21,8149.1
L9G,Residential,8,2018-12-22,8242.8
L9G,Residential,8,2018-12-23,7939.6
L9G,Residential,8,2018-12-24,7852.2
L9G,Residential,8,2018-12-25,8004.7
L9G,Residential,8,2018-12-26,7343.2
L9G,Residential,8,2018-12-27,7684.1
L9G,Residential,8,2018-12-28,6902.1
L9G,Residential,8,2018-12-29,7045.4
L9G,Residential,8,2018-12-30,7394.1
L9G,Residential,8,2018-12-31,7305.2
L9G,Residential,9,2018-10-01,7336.7
L9G,Residential,9,2018-10-02,6990.1
L9G,Residential,9,2018-10-03,6734.8
L9G,Residential,9,2018-10-04,7005.5
L9G,Residential,9,2018-10-05,6856.3
L9G,Residential,9,2018-10-06,8394.7
L9G,Residential,9,2018-10-07,8265.0
L9G,Residential,9,2018-10-08,8057.8
L9G,Residential,9,2018-10-09,6652.9
L9G,Residential,9,2018-10-10,7570.8
L9G,Residential,9,2018-10-11,7562.2
L9G,Residential,9,2018-10-12,6689.8
L9G,Residential,9,2018-10-13,8097.2
L9G,Residential,9,2018-10-14,8259.0
L9G,Residential,9,2018-10-15,6976.4
L9G,Residential,9,2018-10-16,6858.2
L9G,Residential,9,2018-10-17,6949.7
L9G,Residential,9,2018-10-18,7092.1
L9G,Residential,9,2018-10-19,6878.0
L9G,Residential,9,2018-10-20,8575.1
L9G,Residential,9,2018-10-21,8365.7
L9G,Residential,9,2018-10-22,6942.7
L9G,Residential,9,2018-10-23,6994.3
L9G,Residential,9,2018-10-24,6809.0
L9G,Residential,9,2018-10-25,7092.0
L9G,Residential,9,2018-10-26,7111.8
L9G,Residential,9,2018-10-27,8680.8
L9G,Residential,9,2018-10-28,8519.3
L9G,Residential,9,2018-10-29,7077.2
L9G,Residential,9,2018-10-30,6971.0
L9G,Residential,9,2018-10-31,7028.8
L9G,Residential,9,2018-11-01,6984.8
L9G,Residential,9,2018-11-02,7559.4
L9G,Residential,9,2018-11-03,8239.6
L9G,Residential,9,2018-11-04,8371.4
L9G,Residential,9,2018-11-05,7387.0
L9G,Residential,9,2018-11-06,7047.8
L9G,Residential,9,2018-11-07,6807.5
L9G,Residential,9,2018-11-08,7317.1
L9G,Residential,9,2018-11-09,7640.3
L9G,Residential,9,2018-11-10,8315.1
L9G,Residential,9,2018-11-11,8002.0
L9G,Residential,9,2018-11-12,7511.3
L9G,Residential,9,2018-11-13,7430.3
L9G,Residential,9,2018-11-14,7799.9
L9G,Residential,9,2018-11-15,8072.0
L9G,Residential,9,2018-11-16,7805.9
L9G,Residential,9,2018-11-17,8222.0
L9G,Residential,9,2018-11-18,8236.9
L9G,Residential,9,2018-11-19,7682.8
L9G,Residential,9,2018-11-20,7969.8
L9G,Residential,9,2018-11-21,8067.7
L9G,Residential,9,2018-11-22,8625.5
L9G,Residential,9,2018-11-23,8420.6
L9G,Residential,9,2018-11-24,8339.6
L9G,Residential,9,2018-11-25,7755.7
L9G,Residential,9,2018-11-26,7905.0
L9G,Residential,9,2018-11-27,7993.1
L9G,Residential,9,2018-11-28,8031.6
L9G,Residential,9,2018-11-29,8120.5
L9G,Residential,9,2018-11-30,8014.1
L9G,Residential,9,2018-12-01,8283.4
L9G,Residential,9,2018-12-02,8053.8
L9G,Residential,9,2018-12-03,8541.9
L9G,Residential,9,2018-12-04,8211.1
L9G,Residential,9,2018-12-05,8457.0
L9G,Residential,9,2018-12-06,8430.1
L9G,Residential,9,2018-12-07,8528.6
L9G,Residential,9,2018-12-08,9084.0
L9G,Residential,9,2018-12-09,9040.9
L9G,Residential,9,2018-12-10,8699.8
L9G,Residential,9,2018-12-11,8716.1
L9G,Residential,9,2018-12-12,8445.4
L9G,Residential,9,2018-12-13,8425.6
L9G,Residential,9,2018-12-14,8398.5
L9G,Residential,9,2018-12-15,8556.8
L9G,Residential,9,2018-12-16,8383.5
L9G,Residential,9,2018-12-17,8235.5
L9G,Residential,9,2018-12-18,8490.1
L9G,Residential,9,2018-12-19,8522.6
L9G,Residential,9,2018-12-20,8349.8
L9G,Residential,9,2018-12-21,8360.4
L9G,Residential,9,2018-12-22,9258.7
L9G,Residential,9,2018-12-23,9136.4
L9G,Residential,9,2018-12-24,8994.2
L9G,Residential,9,2018-12-25,9596.6
L9G,Residential,9,2018-12-26,8350.8
L9G,Residential,9,2018-12-27,8377.5
L9G,Residential,9,2018-12-28,7523.1
L9G,Residential,9,2018-12-29,7948.6
L9G,Residential,9,2018-12-30,8231.8
L9G,Residential,9,2018-12-31,7967.2
L9G,Residential,10,2018-10-01,7369.0
L9G,Residential,10,2018-10-02,6996.6
L9G,Residential,10,2018-10-03,6601.5
L9G,Residential,10,2018-10-04,6866.1
L9G,Residential,10,2018-10-05,6820.5
L9G,Residential,10,2018-10-06,8946.4
L9G,Residential,10,2018-10-07,8821.5
L9G,Residential,10,2018-10-08,8788.7
L9G,Residential,10,2018-10-09,6753.1
L9G,Residential,10,2018-10-10,7966.1
L9G,Residential,10,2018-10-11,7637.4
L9G,Residential,10,2018-10-12,6612.0
L9G,Residential,10,2018-10-13,8377.0
L9G,Residential,10,2018-10-14,8830.2
L9G,Residential,10,2018-10-15,6956.1
L9G,Residential,10,2018-10-16,6658.8
L9G,Residential,10,2018-10-17,6645.7
L9G,Residential,10,2018-10-18,6909.7
L9G,Residential,10,2018-10-19,6530.8
L9G,Residential,10,2018-10-20,8575.4
L9G,Residential,10,2018-10-21,8628.5
L9G,Residential,10,2018-10-22,6604.7
L9G,Residential,10,2018-10-23,6672.8
L9G,Residential,10,2018-10-24,6643.5
L9G,Residential,10,2018-10-25,6948.8
L9G,Residential,10,2018-10-26,6995.0
L9G,Residential,10,2018-10-27,9084.9
L9G,Residential,10,2018-10-28,9107.3
L9G,Residential,10,2018-10-29,6952.7
L9G,Residential,10,2018-10-30,6556.4
L9G,Residential,10,2018-10-31,6928.5
L9G,Residential,10,2018-11-01,6840.6
L9G,Residential,10,2018-11-02,7432.0
L9G,Residential,10,2018-11-03,8533.9
L9G,Residential,10,2018-11-04,8515.5
L9G,Residential,10,2018-11-05,7029.5
L9G,Residential,10,2018-11-06,6705.8
L9G,Residential,10,2018-11-07,6342.4
L9G,Residential,10,2018-11-08,6904.9
L9G,Residential,10,2018-11-09,7375.2
L9G,Residential,10,2018-11-10,8671.2
L9G,Residential,10,2018-11-11,8458.0
L9G,Residential,10,2018-11-12,7072.8
L9G,Residential,10,2018-11-13,7013.3
L9G,Residential,10,2018-11-14,7315.2
L9G,Residential,10,2018-11-15,7635.6
L9G,Residential,10,2018-11-16,7568.5
L9G,Residential,10,2018-11-17,8774.6
L9G,Residential,10,2018-11-18,8783.4
L9G,Residential,10,2018-11-19,7165.9
L9G,Residential,10,2018-11-20,7537.4
L9G,Residential,10,2018-11-21,7678.4
L9G,Residential,10,2018-11-22,8097.8
L9G,Residential,10,2018-11-23,7872.3
L9G,Residential,10,2018-11-24,8821.7
L9G,Residential,10,2018-11-25,8470.8
L9G,Residential,10,2018-11-26,7516.9
L9G,Residential,10,2018-11-27,7641.4
L9G,Residential,10,2018-11-28,7530.1
L9G,Residential,10,2018-11-29,7654.0
L9G,Residential,10,2018-11-30,7550.4
L9G,Residential,10,2018-12-01,8999.1
L9G,Residential,10,2018-12-02,8568.6
L9G,Residential,10,2018-12-03,7731.0
L9G,Residential,10,2018-12-04,7588.8
L9G,Residential,10,2018-12-05,7840.0
L9G,Residential,10,2018-12-06,7975.7
L9G,Residential,10,2018-12-07,8117.9
L9G,Residential,10,2018-12-08,9311.5
L9G,Residential,10,2018-12-09,9276.3
L9G,Residential,10,2018-12-10,8311.8
L9G,Residential,10,2018-12-11,8231.5
L9G,Residential,10,2018-12-12,7911.9
L9G,Residential,10,2018-12-13,8003.1
L9G,Residential,10,2018-12-14,8158.8
L9G,Residential,10,2018-12-15,9211.7
L9G,Residential,10,2018-12-16,9125.6
L9G,Residential,10,2018-12-17,8126.5
L9G,Residential,10,2018-12-18,7777.0
L9G,Residential,10,2018-12-19,8008.0
L9G,Residential,10,2018-12-20,7899.0
L9G,Residential,10,2018-12-21,8102.6
L9G,Residential,10,2018-12-22,10181.3
L9G,Residential,10,2018-12-23,9873.7
L9G,Residential,10,2018-12-24,9849.8
L9G,Residential,10,2018-12-25,10811.3
L9G,Residential,10,2018-12-26,9109.8
L9G,Residential,10,2018-12-27,8607.8
L9G,Residential,10,2018-12-28,7975.8
L9G,Residential,10,2018-12-29,8731.9
L9G,Residential,10,2018-12-30,8882.6
L9G,Residential,10,2018-12-31,8365.4
L9G,Residential,11,2018-10-01,7507.2
L9G,Residential,11,2018-10-02,6952.6
L9G,Residential,11,2018-10-03,6649.1
L9G,Residential,11,2018-10-04,6786.9
L9G,Residential,11,2018-10-05,6817.0
L9G,Residential,11,2018-10-06,9294.6
L9G,Residential,11,2018-10-07,9451.3
L9G,Residential,11,2018-10-08,9356.5
L9G,Residential,11,2018-10-09,7060.8
L9G,Residential,11,2018-10-10,8580.1
L9G,Residential,11,2018-10-11,7782.2
L9G,Residential,11,2018-10-12,6572.5
L9G,Residential,11,2018-10-13,8607.8
L9G,Residential,11,2018-10-14,9064.5
L9G,Residential,11,2018-10-15,6983.1
L9G,Residential,11,2018-10-16,6555.3
L9G,Residential,11,2018-10-17,6606.8
L9G,Residential,11,2018-10-18,6767.1
L9G,Residential,11,2018-10-19,6320.2
L9G,Residential,11,2018-10-20,8871.7
L9G,Residential,11,2018-10-21,8837.8
L9G,Residential,11,2018-10-22,6486.4
L9G,Residential,11,2018-10-23,6737.4
L9G,Residential,11,2018-10-24,6714.5
L9G,Residential,11,2018-10-25,6862.1
L9G,Residential,11,2018-10-26,6756.6
L9G,Residential,11,2018-10-27,9481.8
L9G,Residential,11,2018-10-28,9405.6
L9G,Residential,11,2018-10-29,6930.0
L9G,Residential,11,2018-10-30,6290.3
L9G,Residential,11,2018-10-31,6908.4
L9G,Residential,11,2018-11-01,6746.9
L9G,Residential,11,2018-11-02,7364.1
L9G,Residential,11,2018-11-03,8753.9
L9G,Residential,11,2018-11-04,8465.4
L9G,Residential,11,2018-11-05,7007.4
L9G,Residential,11,2018-11-06,6674.2
L9G,Residential,11,2018-11-07,6368.7
L9G,Residential,11,2018-11-08,6956.1
L9G,Residential,11,2018-11-09,7374.6
L9G,Residential,11,2018-11-10,9070.1
L9G,Residential,11,2018-11-11,8655.1
L9G,Residential,11,2018-11-12,6941.3
L9G,Residential,11,2018-11-13,6965.3
L9G,Residential,11,2018-11-14,7013.4
L9G,Residential,11,2018-11-15,7581.0
L9G,Residential,11,2018-11-16,7510.3
L9G,Residential,11,2018-11-17,9069.4
L9G,Residential,11,2018-11-18,9149.7
L9G,Residential,11,2018-11-19,6920.2
L9G,Residential,11,2018-11-20,7319.3
L9G,Residential,11,2018-11-21,7479.1
L9G,Residential,11,2018-11-22,7864.4
L9G,Residential,11,2018-11-23,7543.5
L9G,Residential,11,2018-11-24,9241.8
L9G,Residential,11,2018-11-25,8872.4
L9G,Residential,11,2018-11-26,7440.5
L9G,Residential,11,2018-11-27,7617.2
L9G,Residential,11,2018-11-28,7359.3
L9G,Residential,11,2018-11-29,7495.8
L9G,Residential,11,2018-11-30,7571.2
L9G,Residential,11,2018-12-01,9280.2
L9G,Residential,11,2018-12-02,8950.3
L9G,Residential,11,2018-12-03,7832.9
L9G,Residential,11,2018-12-04,7205.5
L9G,Residential,11,2018-12-05,7552.9
L9G,Residential,11,2018-12-06,7709.3
L9G,Residential,11,2018-12-07,7979.0
L9G,Residential,11,2018-12-08,9414.5
L9G,Residential,11,2018-12-09,9442.9
L9G,Residential,11,2018-12-10,8197.4
L9G,Residential,11,2018-12-11,8216.9
L9G,Residential,11,2018-12-12,7699.2
L9G,Residential,11,2018-12-13,7739.9
L9G,Residential,11,2018-12-14,8085.7
L9G,Residential,11,2018-12-15,9538.0
L9G,Residential,11,2018-12-16,9507.7
L9G,Residential,11,2018-12-17,8219.4
L9G,Residential,11,2018-12-18,7514.8
L9G,Residential,11,2018-12-19,7828.3
L9G,Residential,11,2018-12-20,7820.3
L9G,Residential,11,2018-12-21,8074.1
L9G,Residential,11,2018-12-22,10789.2
L9G,Residential,11,2018-12-23,10380.3
L9G,Residential,11,2018-12-24,10316.7
L9G,Residential,11,2018-12-25,11458.8
L9G,Residential,11,2018-12-26,9889.6
L9G,Residential,11,2018-12-27,8839.1
L9G,Residential,11,2018-12-28,8377.9
L9G,Residential,11,2018-12-29,9383.5
L9G,Residential,11,2018-12-30,9347.4
L9G,Residential,11,2018-12-31,8628.8
L9G,Residential,12,2018-10-01,7404.0
L9G,Residential,12,2018-10-02,6922.0
L9G,Residential,12,2018-10-03,6582.8
L9G,Residential,12,2018-10-04,6806.4
L9G,Residential,12,2018-10-05,6718.8
L9G,Residential,12,2018-10-06,9522.0
L9G,Residential,12,2018-10-07,9884.7
L9G,Residential,12,2018-10-08,9663.6
L9G,Residential,12,2018-10-09,7408.3
L9G,Residential,12,2018-10-10,9063.4
L9G,Residential,12,2018-10-11,7662.2
L9G,Residential,12,2018-10-12,6606.6
L9G,Residential,12,2018-10-13,8765.2
L9G,Residential,12,2018-10-14,8927.5
L9G,Residential,12,2018-10-15,6967.3
L9G,Residential,12,2018-10-16,6428.8
L9G,Residential,12,2018-10-17,6451.3
L9G,Residential,12,2018-10-18,6660.3
L9G,Residential,12,2018-10-19,6262.2
L9G,Residential,12,2018-10-20,9195.5
L9G,Residential,12,2018-10-21,8991.2
L9G,Residential,12,2018-10-22,6407.9
L9G,Residential,12,2018-10-23,6659.8
L9G,Residential,12,2018-10-24,6775.6
L9G,Residential,12,2018-10-25,6668.1
L9G,Residential,12,2018-10-26,6690.0
L9G,Residential,12,2018-10-27,9468.1
L9G,Residential,12,2018-10-28,9573.4
L9G,Residential,12,2018-10-29,7004.5
L9G,Residential,12,2018-10-30,6200.2
L9G,Residential,12,2018-10-31,6982.1
L9G,Residential,12,2018-11-01,6794.5
L9G,Residential,12,2018-11-02,7378.7
L9G,Residential,12,2018-11-03,8792.4
L9G,Residential,12,2018-11-04,8485.1
L9G,Residential,12,2018-11-05,7065.6
L9G,Residential,12,2018-11-06,6385.7
L9G,Residential,12,2018-11-07,6627.2
L9G,Residential,12,2018-11-08,6861.0
L9G,Residential,12,2018-11-09,7531.3
L9G,Residential,12,2018-11-10,9390.9
L9G,Residential,12,2018-11-11,8689.2
L9G,Residential,12,2018-11-12,6968.7
L9G,Residential,12,2018-11-13,7090.7
L9G,Residential,12,2018-11-14,6953.6
L9G,Residential,12,2018-11-15,7604.6
L9G,Residential,12,2018-11-16,7517.1
L9G,Residential,12,2018-11-17,9379.1
L9G,Residential,12,2018-11-18,9418.1
L9G,Residential,12,2018-11-19,6831.4
L9G,Residential,12,2018-11-20,7039.3
L9G,Residential,12,2018-11-21,7263.5
L9G,Residential,12,2018-11-22,7714.2
L9G,Residential,12,2018-11-23,7289.4
L9G,Residential,12,2018-11-24,9457.8
L9G,Residential,12,2018-11-25,9083.1
L9G,Residential,12,2018-11-26,7722.1
L9G,Residential,12,2018-11-27,7679.6
L9G,Residential,12,2018-11-28,7318.3
L9G,Residential,12,2018-11-29,7493.7
L9G,Residential,12,2018-11-30,7605.7
L9G,Residential,12,2018-12-01,9428.1
L9G,Residential,12,2018-12-02,9085.1
L9G,Residential,12,2018-12-03,7888.8
L9G,Residential,12,2018-12-04,7169.7
L9G,Residential,12,2018-12-05,7539.8
L9G,Residential,12,2018-12-06,7767.4
L9G,Residential,12,2018-12-07,8068.2
L9G,Residential,12,2018-12-08,9656.1
L9G,Residential,12,2018-12-09,9624.5
L9G,Residential,12,2018-12-10,8243.1
L9G,Residential,12,2018-12-11,8207.2
L9G,Residential,12,2018-12-12,7690.4
L9G,Residential,12,2018-12-13,7784.8
L9G,Residential,12,2018-12-14,8055.0
L9G,Residential,12,2018-12-15,9771.4
L9G,Residential,12,2018-12-16,9610.6
L9G,Residential,12,2018-12-17,8203.9
L9G,Residential,12,2018-12-18,7453.1
L9G,Residential,12,2018-12-19,7640.6
L9G,Residential,12,2018-12-20,7808.7
L9G,Residential,12,2018-12-21,7929.3
L9G,Residential,12,2018-12-22,11001.0
L9G,Residential,12,2018-12-23,10712.5
L9G,Residential,12,2018-12-24,10867.8
L9G,Residential,12,2018-12-25,11650.0
L9G,Residential,12,2018-12-26,10034.0
L9G,Residential,12,2018-12-27,9164.9
L9G,Residential,12,2018-12-28,8517.6
L9G,Residential,12,2018-12-29,9827.9
L9G,Residential,12,2018-12-30,9775.9
L9G,Residential,12,2018-12-31,8998.2
L9G,Residential,13,2018-10-01,7241.4
L9G,Residential,13,2018-10-02,6814.5
L9G,Residential,13,2018-10-03,6482.5
L9G,Residential,13,2018-10-04,6684.1
L9G,Residential,13,2018-10-05,6647.4
L9G,Residential,13,2018-10-06,9330.7
L9G,Residential,13,2018-10-07,10078.4
L9G,Residential,13,2018-10-08,9538.8
L9G,Residential,13,2018-10-09,7708.2
L9G,Residential,13,2018-10-10,9148.7
L9G,Residential,13,2018-10-11,7175.2
L9G,Residential,13,2018-10-12,6523.9
L9G,Residential,13,2018-10-13,8597.0
L9G,Residential,13,2018-10-14,8669.8
L9G,Residential,13,2018-10-15,6894.6
